id,post_pt_root_id,tag,post_pt_position,hks_0,hks_1,hks_2,hks_3,hks_4,hks_5,hks_6,hks_7,hks_8,hks_9,hks_10,hks_11,hks_12,hks_13,hks_14,hks_15,hks_16,hks_17,hks_18,hks_19,hks_20,hks_21,hks_22,hks_23,hks_24,hks_25,hks_26,hks_27,hks_28,hks_29,hks_30,hks_31
123188,864691135465381701,shaft,[178014 195896  20753],2.8882938115401336e-07,2.830846567358832e-07,2.763740997581767e-07,2.685953904431723e-07,2.5966059835840657e-07,2.495083496534898e-07,2.3811851397492102e-07,2.2552815316214096e-07,2.1184623100261648e-07,1.9726319316655116e-07,1.8205051871929248e-07,1.6654562213140466e-07,1.5112009741671006e-07,1.3613473925773812e-07,1.218918781598287e-07,1.0860073130505882e-07,9.636977552983683e-08,8.522921675308184e-08,7.517101473041466e-08,6.618427209356827e-08,5.826810538029149e-08,5.141920659787269e-08,4.560604412696959e-08,4.0747794660000306e-08,3.671218738851046e-08,3.333514102148346e-08,3.0452490245269214e-08,2.7927824986985244e-08,2.5664356997276354e-08,2.3599822392242375e-08,2.1693336417208473e-08,1.9914602186097402e-08
121181,864691135465381701,shaft,[178090 200362  23897],3.096227694975893e-07,3.0458801309115773e-07,2.9866732662275546e-07,2.917488628690191e-07,2.837253303810625e-07,2.745032038412114e-07,2.640147953606847e-07,2.5223283977163357e-07,2.3918641172267016e-07,2.2497586049834525e-07,2.0978322998682772e-07,1.9387381340174912e-07,1.7758483113199093e-07,1.6129947759907864e-07,1.4540891132724604e-07,1.3026993704517073e-07,1.1616937093200742e-07,1.0330442983872037e-07,9.178159223322268e-08,8.162820823661564e-08,7.28074299115673e-08,6.522985977169452e-08,5.876133758974198e-08,5.32310582228899e-08,4.8445466879402964e-08,4.4210175997168634e-08,4.0355824731559656e-08,3.67590254059245e-08,3.335015019712641e-08,3.0105575532973954e-08,2.7029806726841277e-08,2.413726813413545e-08
122793,864691135465381701,shaft,[176614 207152  21341],2.755671105550624e-07,2.712924091896728e-07,2.662748369566469e-07,2.604245147222079e-07,2.5365713343944116e-07,2.4590194391506606e-07,2.3711190429910963e-07,2.2727545292200926e-07,2.1642859061178615e-07,2.0466497218754505e-07,1.9214077680758322e-07,1.790707613991377e-07,1.6571280754780224e-07,1.5234103110709806e-07,1.392119530871803e-07,1.265327240342744e-07,1.144420319158854e-07,1.0301057692372595e-07,9.225952196466261e-08,8.218706840667762e-08,7.27911391826322e-08,6.408120823579628e-08,5.6079702275085663e-08,4.8817393304033334e-08,4.232629260107871e-08,3.6630448201200204e-08,3.17339328775449e-08,2.760836289531253e-08,2.418655514140466e-08,2.1368412594407186e-08,1.9038133507090267e-08,1.7084270156185768e-08
121097,864691135465381701,shaft,[178424 206424  21276],3.719034268022805e-07,3.620660141557038e-07,3.5058470535955985e-07,3.3729274486798004e-07,3.2205361878864686e-07,3.04785099533063e-07,2.8548906292828155e-07,2.6428521986626045e-07,2.414444520886552e-07,2.1741428061770505e-07,1.9282581872556613e-07,1.6846987341919924e-07,1.452319578394226e-07,1.2398423305575092e-07,1.0544751164010816e-07,9.005506687007201e-08,7.786335924832657e-08,6.855121996058595e-08,6.152137994987882e-08,5.607338729538233e-08,5.157907684212769e-08,4.759046912313023e-08,4.385371011024379e-08,4.025965680760096e-08,3.6783787691317575e-08,3.3445174719664195e-08,3.0283259161854014e-08,2.7341938319487696e-08,2.4656405898451843e-08,2.224355534496107e-08,2.0097747885768136e-08,1.8192649497074413e-08
40852,864691135465381701,shaft,[178806 206160  21260],3.467406224626445e-07,3.3755169290021296e-07,3.2689017674127166e-07,3.14633382382e-07,3.0069682699768026e-07,2.8505670511654633e-07,2.677753891834401e-07,2.4902663147569535e-07,2.2911466710575435e-07,2.0847897985236772e-07,1.8767538056084632e-07,1.6732625540644974e-07,1.4804036695154315e-07,1.3031566897382168e-07,1.14453227218343e-07,1.005172330787953e-07,8.836465258721307e-08,7.773668398581251e-08,6.836956108937221e-08,6.007202711341783e-08,5.2742683613451224e-08,4.6339830499252564e-08,4.08355216361048e-08,3.6178505885939474e-08,3.227723783445174e-08,2.900549731353676e-08,2.622538746977644e-08,2.3814822393823282e-08,2.1685250748308123e-08,1.97827971995689e-08,1.8076570544925526e-08,1.6543706290994114e-08
123083,864691135465381701,shaft,[178936 209232  20590],3.7156916727830547e-07,3.621680133381197e-07,3.5117788451606155e-07,3.384287810741232e-07,3.2377525661447185e-07,3.071181913842176e-07,2.88432069751422e-07,2.677962437479906e-07,2.454265019335975e-07,2.2170046442294343e-07,1.9716750784999782e-07,1.725324217187316e-07,1.4860381248920973e-07,1.2620536501067128e-07,1.0606073456197964e-07,8.867767024423166e-08,7.426629409962903e-08,6.272172025493529e-08,5.3680115887566665e-08,4.6628989183049776e-08,4.103270891057032e-08,3.643298167939361e-08,3.249918626734216e-08,2.9026687906142313e-08,2.5902581038372455e-08,2.3066413709631818e-08,2.048388949897702e-08,1.8135100783459193e-08,1.6010093555146514e-08,1.4105668645027417e-08,1.2421288578298073e-08,1.095430465253918e-08
20618,864691135465381701,shaft,[181488 189474  20513],2.987566238697069e-07,2.935219135114053e-07,2.8739516165352183e-07,2.802766819349894e-07,2.7207778316654567e-07,2.6273165709186655e-07,2.522068748571224e-07,2.405225803889992e-07,2.2776335697826868e-07,2.1409038573958362e-07,1.997442982990512e-07,1.8503479822539835e-07,1.70313696739226e-07,1.5593227032395823e-07,1.4219044583176606e-07,1.2929180716095847e-07,1.1732046286690037e-07,1.0624974407197334e-07,9.597965424546164e-08,8.638751575803811e-08,7.737308264950817e-08,6.888652322479961e-08,6.093694420345454e-08,5.358333550722095e-08,4.691102993695031e-08,4.1000031412314155e-08,3.589513581696553e-08,3.1586836748912906e-08,2.8007367113243532e-08,2.5041911324415877e-08,2.255170823752601e-08,2.0402069079059456e-08
121080,864691135465381701,shaft,[183018 202768  21234],3.7254175872329647e-07,3.6241806945097916e-07,3.506489962611717e-07,3.3708855132675677e-07,3.2163071220123877e-07,3.042352602144474e-07,2.849583036456649e-07,2.6398438650605993e-07,2.4165417583354135e-07,2.1847838203840647e-07,1.9512600211130987e-07,1.7237539753231396e-07,1.5102299396727233e-07,1.3175846811193227e-07,1.1503518554470896e-07,1.0098141513337673e-07,8.939655222182871e-08,7.98461031908057e-08,7.181828608641939e-08,6.486812545103542e-08,5.8687174446394546e-08,5.3092818706637527e-08,4.7979644358721374e-08,4.327710991677393e-08,3.892897627225391e-08,3.4888838764285336e-08,3.112273368356702e-08,2.7612603781339556e-08,2.4356543240578345e-08,2.1363786487708422e-08,1.8645687921379914e-08,1.6207150577799276e-08
121564,864691135465381701,shaft,[180760 200248  20694],3.2816437535307757e-07,3.1927345331008474e-07,3.089443120975627e-07,2.970516470174923e-07,2.835055294850954e-07,2.6827352077345253e-07,2.5140638515572565e-07,2.3306451226888042e-07,2.1353972078922063e-07,1.932644931638738e-07,1.7279901083937965e-07,1.52787513182185e-07,1.3388166718786787e-07,1.1664076101252563e-07,1.0143390337801525e-07,8.83798700933476e-08,7.735456280690057e-08,6.806893562596901e-08,6.018325965876311e-08,5.340372077758625e-08,4.752397222527949e-08,4.241416609460491e-08,3.798724391634022e-08,3.4168993329667705e-08,3.088080493855169e-08,2.8033763638664128e-08,2.5531711805950076e-08,2.3280640606120802e-08,2.1199622168084622e-08,1.9228215209633042e-08,1.7328255374383795e-08,1.548126202007735e-08
121598,864691135465381701,shaft,[181584 196362  20620],4.5344422900175506e-07,4.399737745646994e-07,4.243218324658224e-07,4.062999594785584e-07,3.857762144006767e-07,3.6271115120463584e-07,3.3720060774143283e-07,3.0952114672644887e-07,2.801698834783135e-07,2.498855166820198e-07,2.1963323366768237e-07,1.9053586588418526e-07,1.6374151521662952e-07,1.402374065644741e-07,1.2064949178411033e-07,1.0509575220073323e-07,9.316599705986406e-08,8.406138988723016e-08,7.684834379302629e-08,7.071173633788248e-08,6.509467889687704e-08,5.969615114202739e-08,5.438989213616559e-08,4.9146158804702594e-08,4.3989208058818634e-08,3.897820082951263e-08,3.419252543512083e-08,2.97149680823373e-08,2.5615349210128254e-08,2.193925275121859e-08,1.8704550246209872e-08,1.590502342643642e-08
121597,864691135465381701,shaft,[181802 195692  20587],2.8295832646694407e-07,2.7670322489998217e-07,2.694042585262372e-07,2.609554984049898e-07,2.5126963934289515e-07,2.4029258636775767e-07,2.2802120766372253e-07,2.145228440435803e-07,1.99953608347764e-07,1.8457062818333466e-07,1.687317465876231e-07,1.528758943858362e-07,1.3747989223944445e-07,1.2299404830828536e-07,1.0976908376161165e-07,9.799679918218108e-08,8.768930218849421e-08,7.870992216465713e-08,7.084459235984088e-08,6.387968406560261e-08,5.765019033117687e-08,5.2045572965168246e-08,4.698981435212686e-08,4.242147141015982e-08,3.828600939739563e-08,3.453641979980651e-08,3.113401064121819e-08,2.8046023581445097e-08,2.5241627183144113e-08,2.2689403238194233e-08,2.0358022678165233e-08,1.8218930195718543e-08
121556,864691135465381701,shaft,[182204 198880  20658],3.75128809847883e-07,3.656812521755528e-07,3.546306243747105e-07,3.4180296788908445e-07,3.2704820570536087e-07,3.1026216271835e-07,2.9141441179385744e-07,2.705805719196794e-07,2.4797549023001585e-07,2.2398080429820581e-07,1.9915726169584655e-07,1.742301876319383e-07,1.5003776862084184e-07,1.274387104901944e-07,1.0718926673307206e-07,8.981671070908304e-08,7.552880673299772e-08,6.419568716663375e-08,5.541611510524679e-08,4.864337590145305e-08,4.331976040792715e-08,3.897221426358428e-08,3.5251281592310244e-08,3.192569663585014e-08,2.8855807823212834e-08,2.596363825777067e-08,2.32090710157813e-08,2.0575231334739872e-08,1.806113915097118e-08,1.5677539887031258e-08,1.3442715226942652e-08,1.1377215396738299e-08
90110,864691135465381701,shaft,[182228 190346  20447],2.834055300129858e-07,2.7774059793816765e-07,2.711199753564405e-07,2.634413061943942e-07,2.5461623976647413e-07,2.445827021085023e-07,2.3331994064242898e-07,2.208652477529923e-07,2.07330044437278e-07,1.9291156210073953e-07,1.778951594365669e-07,1.6264218492729598e-07,1.4756028393918494e-07,1.3305780187151592e-07,1.1949069320482143e-07,1.0711614071158535e-07,9.606749157591909e-08,8.635751293320385e-08,7.79045586818813e-08,7.05676411922041e-08,6.41780103467744e-08,5.856315515040977e-08,5.35646086436973e-08,4.90500253714192e-08,4.4918050307630304e-08,4.10960908438737e-08,3.753410599740541e-08,3.4198056167079926e-08,3.1064857766575416e-08,2.8119206797286426e-08,2.5352293807362713e-08,2.276192278349175e-08
121075,864691135465381701,shaft,[182782 216544  21398],3.0055567786172333e-07,2.952625760373182e-07,2.890596961344176e-07,2.8184185943778777e-07,2.7351340904905893e-07,2.6399892789101186e-07,2.532567226033558e-07,2.4129430390321066e-07,2.281840266011573e-07,2.1407571138994827e-07,1.992018020030933e-07,1.838701143749162e-07,1.6844049147924221e-07,1.5328552089015348e-07,1.387416976213677e-07,1.250638181684285e-07,1.123978317555048e-07,1.0078211870787832e-07,9.017497787739007e-08,8.049412826643773e-08,7.16510202803475e-08,6.357031737386767e-08,5.6195391513451444e-08,4.9485950669666684e-08,4.341340540986175e-08,3.7957178075122264e-08,3.310268931881281e-08,2.883916915006057e-08,2.515420315148653e-08,2.2024200870345372e-08,1.940467760800613e-08,1.722682068064797e-08
121601,864691135465381701,shaft,[181952 195214  20572],2.7358332905567034e-07,2.671780328854044e-07,2.597102117137623e-07,2.510749365117495e-07,2.411876008813679e-07,2.2999906891982532e-07,2.1751396969306956e-07,2.0381060357841e-07,1.890593230053143e-07,1.7353435752939736e-07,1.5761247723078734e-07,1.4175176137182813e-07,1.2644655126560167e-07,1.1216150924159811e-07,9.925783102713431e-08,8.793401400137301e-08,7.820513562391181e-08,6.993245674871826e-08,6.289165312367788e-08,5.684711758331519e-08,5.159900936842792e-08,4.699229957380425e-08,4.290399267636572e-08,3.923215126021217e-08,3.589614842336075e-08,3.284146456522789e-08,3.003930356182308e-08,2.74777057913503e-08,2.514732559760482e-08,2.3028280429432078e-08,2.1084572871482526e-08,1.9269075290162564e-08
121532,864691135465381701,shaft,[182288 194360  20553],4.525383262806379e-07,4.37724330037238e-07,4.206176466868876e-07,4.010658414528096e-07,3.789943203595215e-07,3.5444536086433217e-07,3.276206995113012e-07,2.9892089221645274e-07,2.689703109822725e-07,2.386127422319954e-07,2.0886163922191506e-07,1.8079477794725615e-07,1.5539854429979181e-07,1.3339161839630673e-07,1.1508257904885355e-07,1.0032328514704107e-07,8.859247823740241e-08,7.918406928282447e-08,7.141663196064136e-08,6.477240831228444e-08,5.89274814499797e-08,5.3703389689665564e-08,4.8998097572459774e-08,4.47357862200187e-08,4.0845329943564596e-08,3.7260174095658025e-08,3.3927318565980115e-08,3.081433047736349e-08,2.7908435285763665e-08,2.520892660500557e-08,2.2718499405054112e-08,2.04372838456402e-08
121099,864691135465381701,shaft,[182732 213800  21243],3.4356026819331066e-07,3.3496408238920885e-07,3.249070123875735e-07,3.1322934969959244e-07,2.997924976874335e-07,2.8449884812208793e-07,2.6731700958114506e-07,2.483112518542212e-07,2.2767212326777636e-07,2.057426359345114e-07,1.830316500819277e-07,1.602041876591136e-07,1.380390721666525e-07,1.1734940958450863e-07,9.887187670848283e-08,8.314482697677395e-08,7.040758933686234e-08,6.055659433462303e-08,5.318239449305924e-08,4.768534349993927e-08,4.343458233459025e-08,3.9911043399220845e-08,3.678013766454052e-08,3.387974203252927e-08,3.115753442299533e-08,2.8607511148752247e-08,2.623211968233762e-08,2.4027820308492527e-08,2.198296810192984e-08,2.008081447734115e-08,1.830404963915186e-08,1.6638527926582443e-08
121077,864691135465381701,shaft,[182796 213054  21238],4.164881675087179e-07,4.0462745601844973e-07,3.908338363053979e-07,3.7493265471496805e-07,3.5679423211682517e-07,3.3636343440768145e-07,3.1369466759194076e-07,2.889888836900403e-07,2.626260206659884e-07,2.351827340219208e-07,2.0742262492785498e-07,1.802467313319817e-07,1.5459862346555652e-07,1.313326369665156e-07,1.1107312719830705e-07,9.4108318033026e-08,8.036123884749423e-08,6.945436086724558e-08,6.084292077169831e-08,5.3960927161686886e-08,4.8326277008815606e-08,4.3582724334122336e-08,3.949008441981062e-08,3.589026121295711e-08,3.2674504124642977e-08,2.9764357631284585e-08,2.7104821396784348e-08,2.4661587985316774e-08,2.2415895152674992e-08,2.0356141538769152e-08,1.8470081592115803e-08,1.674174477257939e-08
122554,864691135465381701,shaft,[183916 200768  21935],3.3094368721246387e-07,3.238683751716182e-07,3.155389043844756e-07,3.057949117422711e-07,2.944830780001227e-07,2.8147180211479294e-07,2.666713056198696e-07,2.500593231678627e-07,2.3171132700850463e-07,2.1183223535236255e-07,1.9078374818312242e-07,1.6909822250072195e-07,1.4746742953296883e-07,1.266946187592943e-07,1.0760367103623592e-07,9.091177950867954e-08,7.70910396836804e-08,6.626272314897843e-08,5.817283097801146e-08,5.227562586265463e-08,4.7903375417080386e-08,4.445058973615481e-08,4.149026748472653e-08,3.878634843724539e-08,3.6234932230538054e-08,3.37960273947867e-08,3.145226018668687e-08,2.9193668196974028e-08,2.7014536163020724e-08,2.49132374947546e-08,2.289182649555884e-08,2.0954638719846915e-08
122144,864691135465381701,shaft,[184054 200768  21972],3.1710398460289804e-07,3.091421235136144e-07,2.9987517996275183e-07,2.8918132331331863e-07,2.7696694025510847e-07,2.631858612753647e-07,2.47862153312803e-07,2.3111426682625901e-07,2.1317627553746874e-07,1.944096499255982e-07,1.7529732827872663e-07,1.5641229743554612e-07,1.3835727876004132e-07,1.2168141518172574e-07,1.0679232936594315e-07,9.38916184713754e-08,8.296010054877473e-08,7.380101072282431e-08,6.612191505014084e-08,5.961817306883357e-08,5.402724011810529e-08,4.914713060885664e-08,4.483128462701696e-08,4.0974294586007325e-08,3.749730437001977e-08,3.433799721919537e-08,3.144680499209813e-08,2.8786828768422615e-08,2.6333232805577344e-08,2.40699544969413e-08,2.1984707210038016e-08,2.0064628878055997e-08
123113,864691135465381701,shaft,[186060 224794  21943],3.4856878989618527e-07,3.393426916699835e-07,3.286187200792686e-07,3.16263873905617e-07,3.021808524481898e-07,2.8633087999953494e-07,2.6876039571211276e-07,2.4962872119415256e-07,2.2923131108937483e-07,2.0801045443560385e-07,1.865434558076107e-07,1.65499311441154e-07,1.4556097112779638e-07,1.2732253959987318e-07,1.1118664820749255e-07,9.729855345595054e-08,8.554869699156002e-08,7.564848298384189e-08,6.724595771641136e-08,6.002645768510353e-08,5.3758982335632986e-08,4.8289480105748315e-08,4.351047095080248e-08,3.933381479585213e-08,3.5676337252252175e-08,3.245682801674476e-08,2.959939892718083e-08,2.7037723933212165e-08,2.471675498284057e-08,2.2592090123264314e-08,2.062905664876509e-08,1.8802524219108207e-08
122164,864691135465381701,shaft,[186164 224488  21919],3.5813090987735144e-07,3.4992441331352837e-07,3.4029136024891407e-07,3.290616180726871e-07,3.1607902476895765e-07,3.012194528029647e-07,2.844146611902281e-07,2.656815072022627e-07,2.451544465935783e-07,2.2311679623701213e-07,2.0002316119928792e-07,1.7650249548248563e-07,1.5333001786630405e-07,1.3135889936983204e-07,1.1141146026772829e-07,9.414491377360687e-08,7.992470123630288e-08,6.875015223041377e-08,6.027087605377739e-08,5.3901390292603785e-08,4.899486401165466e-08,4.500225533000796e-08,4.155170983036686e-08,3.843644966430086e-08,3.5554408969324004e-08,3.28523733447412e-08,3.029646927355937e-08,2.7862781799618054e-08,2.5536688857655427e-08,2.3314279870924748e-08,2.1202263184138267e-08,1.9214498477600767e-08
69597,864691135465381701,shaft,[186534 199986  20367],4.7514702206066314e-07,4.607982721643572e-07,4.441427291878144e-07,4.2498735320786615e-07,4.032005265913082e-07,3.787493484915155e-07,3.5174306406607063e-07,3.224778009543031e-07,2.914736096943968e-07,2.594902070724371e-07,2.275046639641113e-07,1.966357953243809e-07,1.6801009592621764e-07,1.425847993743179e-07,1.2097098598574667e-07,1.0331991635523005e-07,8.932871137904832e-08,7.837566157681426e-08,6.972869787569899e-08,6.273077166089379e-08,5.689120447043106e-08,5.1882121848281225e-08,4.7488993985512746e-08,4.356087085205183e-08,3.9978134946776456e-08,3.663860248220486e-08,3.3457876515463946e-08,3.037735972798818e-08,2.737197454317233e-08,2.445106994098914e-08,2.1650213872050393e-08,1.9016312560508664e-08
69577,864691135465381701,shaft,[186866 199646  20339],3.162176040869959e-07,3.1070395895768304e-07,3.042285323606819e-07,2.966734657339913e-07,2.879274805125417e-07,2.7789617336719297e-07,2.66515247682147e-07,2.537661226166446e-07,2.396924004866361e-07,2.244144394663063e-07,2.0813806420182085e-07,1.9115285263820392e-07,1.7381630998181114e-07,1.565232959207418e-07,1.396651417549797e-07,1.2358815514316335e-07,1.0856333173329679e-07,9.477528211872807e-08,8.232961086836174e-08,7.12699525441779e-08,6.159456299310144e-08,5.3267543936863174e-08,4.6225139570913177e-08,4.0378624076778765e-08,3.5614056267869427e-08,3.178962651944378e-08,2.873444667346654e-08,2.6255583096159974e-08,2.415783328028134e-08,2.2271612496899363e-08,2.0475828063308734e-08,1.8704738431760457e-08
